Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
base64 strict_encode64,54,54,40,9,0.00,https://perldoc.perl.org/MIME::Base64,0,0,0.00,0,2900,"[81,100,63,18,18,18,18,18,18,18,18,18]",2025-12-02,"Sitelinks, Video, People also ask, Related searches",informational,Organic
base64_encode decode,22,22,110,55,0.00,https://perldoc.perl.org/MIME::Base64,0,0,0.00,0,3810000,"[52,52,42,66,33,42,42,52,19,42,100,66]",2025-09-08,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
camel image,88,88,1000,39,0.19,https://www.perl.org/,0,0,0.00,0.53,325000000,"[44,10,10,8,20,52,13,100,52,16,10,36]",2025-12-08,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
perpl],62,62,390,26,0.00,https://www.perl.org/,0,0,0.00,0,82,"[81,81,81,81,81,100,81,81,0,0,0,0]",2025-09-10,"Image pack, Sitelinks, Video, Related searches",informational,Organic
redhat current version,72,72,170,88,8.22,https://www.perl.org/get.html,0,0,0.00,0.11,10200000,"[65,80,100,80,80,80,80,65,26,42,80,80]",2025-09-08,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
comddata,36,36,110,40,0.00,https://blogs.perl.org/users/christopher_cashell/2013/02/making-the-case-for-better-perl-articles.html,0,0,0.00,0,164000000,"[0,0,0,0,0,0,0,100,0,0,0,0]",2025-12-13,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,Organic
pearl application,10,10,110,33,0.00,https://www.perl.org/get.html,0,0,0.00,0,152000000,"[33,23,33,42,42,80,66,80,52,42,42,42]",2025-12-20,"Sitelinks, Video, People also ask, Related searches, See results about","commercial, informational",Organic
activestate python,39,39,40,30,0.00,https://www.perl.org/get.html,0,0,0.00,0.01,1030000,"[50,14,35,28,28,35,50,21,35,35,14,21]",2025-09-10,"Sitelinks, Video, Related searches, AI overview",informational,Organic
prove it test,33,33,30,8,8.91,https://perldoc.perl.org/prove,0,0,0.00,0.44,492000000,"[18,36,18,18,27,63,45,9,27,0,18,0]",2025-12-16,"Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
chop and chomp,88,88,40,20,0.64,https://perldoc.perl.org/functions/chomp,0,0,0.00,0.19,7,"[18,100,18,18,18,18,18,100,18,18,18,18]",2025-11-24,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
myrndc,24,24,70,12,0.00,https://blogs.perl.org/users/matthew_horsfall/2013/01/announcing-netrndc---communicate-with-bind-through-perl.html,0,0,0.00,0,555,"[18,10,10,14,14,14,14,18,10,10,14,14]",2025-12-06,"Sitelinks, Image, People also ask, Related searches",transactional,Organic
word ref reference,80,80,110,54,0.00,https://perldoc.perl.org/perlref,0,0,0.00,0,251000000,"[0,0,0,0,0,0,0,0,5,11,100,5]",2025-09-06,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
how does split work,59,59,70,32,0.00,https://perldoc.perl.org/functions/split,0,0,0.00,0,1090000000,"[28,28,23,43,2,7,5,28,0,35,0,28]",2025-09-10,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
install perl,3,3,210,23,0.00,https://learn.perl.org/installing/windows.html,0,0,0.00,0,17500000,"[54,43,35,43,43,43,43,35,35,10,43,43]",2025-11-30,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,AI overview
install perl,16,16,210,23,0.00,https://learn.perl.org/installing/osx.html,0,0,0.00,0,17500000,"[54,43,35,43,43,43,43,35,35,10,43,43]",2025-11-30,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
install perl,43,43,210,23,0.00,https://learn.perl.org/installing/unix_linux.html,0,0,0.00,0,17500000,"[54,43,35,43,43,43,43,35,35,10,43,43]",2025-11-30,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
sort -o,6,6,90,51,0.00,https://perldoc.perl.org/functions/sort,0,0,0.00,0,2010000000,"[0,0,76,0,0,0,0,0,0,0,0,0]",2025-09-12,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
vec vec,31,31,40,40,0.00,https://perldoc.perl.org/functions/vec,0,0,0.00,0.67,151000000,"[18,18,18,18,18,100,100,18,18,18,18,18]",2025-09-12,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
baseclass,22,22,50,27,5.78,https://perldoc.perl.org/base,0,0,0.00,0.03,2370000000,"[0,65,7,11,0,53,0,26,53,42,0,0]",2025-12-17,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
latex on mac,67,67,110,23,2.29,https://www.perl.org/get.html,0,0,0.00,0.03,44700000,"[10,43,66,14,0,4,8,14,43,35,18,8]",2025-09-08,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
sprintf format,21,21,480,28,0.00,https://perldoc.perl.org/functions/sprintf,0,0,0.00,0,1630000,"[81,100,81,54,54,81,67,54,12,36,36,44]",2025-10-02,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
synchronize clock linux,35,35,110,17,0.00,https://blogs.perl.org/users/michael_li/2014/07/how-to-sync-time-between-two-linux-servers.html,0,0,0.00,0,2970000,"[42,26,53,34,42,15,34,53,53,42,26,34]",2025-12-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
zlib compressed data,29,29,40,44,0.00,https://perldoc.perl.org/Compress::Zlib,0,0,0.00,0,670000,"[64,17,17,17,23,23,29,11,11,11,11,11]",2025-11-29,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
red and green gradient,27,27,260,26,0.00,https://blogs.perl.org/users/ovid/2010/12/perl101-red-to-green-gradient.html,0,0,0.00,0,714000000,"[66,66,82,100,43,53,82,53,66,53,43,53]",2025-10-07,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
conciser,48,48,70,31,0.00,https://blogs.perl.org/users/aristotle/2025/03/conditional-branch-scoping.html,0,0,0.00,0.01,21100,"[18,3,3,3,3,28,28,3,3,3,3,18]",2025-12-20,"Instant answer, Video, Image, See results about, AI overview",informational,Organic
print hash in perl,41,41,50,15,0.00,https://perldoc.perl.org/Hash::Util,0,0,0.00,0,8770000,"[26,19,19,19,19,19,3,26,19,26,19,7]",2025-12-17,"Sitelinks, Video, Related searches",informational,Organic
/sqrt,20,20,110,46,0.00,https://perldoc.perl.org/functions/sqrt,0,0,0.00,0,17300000,"[0,0,0,36,0,0,0,0,0,0,0,0]",2025-09-09,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
printing in perl,26,26,110,23,0.00,https://perldoc.perl.org/perlform,0,0,0.00,0,40500000,"[35,35,22,29,18,22,18,29,22,18,14,18]",2025-09-08,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
modern programming languages,23,23,260,29,1.04,https://www.perl.org/,0,0,0.00,0.05,10,"[36,54,100,36,29,23,29,29,23,29,29,36]",2025-11-18,"Sitelinks, Video, Related searches, AI overview",informational,Organic
power shell extension,59,59,40,41,0.00,https://www.perl.org/,0,0,0.00,0,88,"[0,0,34,0,100,3,9,0,0,0,0,0]",2025-09-10,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
perl linux,5,5,50,37,0.00,https://learn.perl.org/installing/unix_linux.html,0,0,0.00,0,26900000,"[29,29,11,100,64,64,11,11,11,11,11,11]",2025-12-17,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
perl linux,20,20,50,37,0.00,https://www.perl.org/,0,0,0.00,0,26900000,"[29,29,11,100,64,64,11,11,11,11,11,11]",2025-12-17,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
perl linux,36,36,50,37,0.00,https://learn.perl.org/first_steps/,0,0,0.00,0,26900000,"[29,29,11,100,64,64,11,11,11,11,11,11]",2025-12-17,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
comment assembler,59,59,210,23,0.00,https://blogs.perl.org/users/sylvain_colinet/2021/12/writing-a-snes-assembler-compilerdisassembler---day-3.html,0,0,0.00,0,18000000,"[15,15,28,35,18,35,28,35,35,100,100,18]",2025-09-09,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
strawberry 100,28,28,880,29,0.00,https://www.perl.org/get.html,0,0,0.00,0,453000000,"[30,36,30,30,76,100,67,100,76,76,67,55]",2025-12-19,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",informational,Organic
overloading an operator,78,78,390,44,0.00,https://perldoc.perl.org/overload,0,0,0.00,0,19200000,"[55,6,36,10,10,5,81,36,24,8,8,30]",2025-12-22,"Sitelinks, Video, People also ask, Related searches",informational,Organic
overloading an operator,80,80,390,44,0.00,https://perldoc.perl.org/overload,0,0,0.00,0,19200000,"[55,6,36,10,10,5,81,36,24,8,8,30]",2025-12-22,"Sitelinks, Video, People also ask, Related searches",informational,Organic
most useful coding languages,39,39,170,41,3.73,https://www.perl.org/,0,0,0.00,0.03,0,"[43,100,100,82,43,35,28,28,53,7,66,7]",2025-11-15,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
latex distributor,86,86,90,16,0.00,https://www.perl.org/get.html,0,0,0.00,0,41700000,"[15,21,15,21,15,15,21,21,28,21,100,21]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
win32 api documentation,33,33,90,19,0.00,https://perldoc.perl.org/Win32,0,0,0.00,0.01,6,"[64,64,50,78,50,64,50,64,64,50,50,50]",2025-11-24,"Sitelinks, Video, Related searches, AI overview",informational,Organic
برمجة مواقع,55,55,50,23,0.00,https://www.perl.org/,0,0,0.00,0.04,10,"[21,14,14,14,35,14,50,50,78,100,14,28]",2025-11-13,"Image pack, Sitelinks, Video, Featured snippet, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
برمجة مواقع,57,57,50,23,0.00,https://www.perl.org/,0,0,0.00,0.04,10,"[21,14,14,14,35,14,50,50,78,100,14,28]",2025-11-13,"Image pack, Sitelinks, Video, Featured snippet, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
برمجة مواقع,81,81,50,23,0.00,https://www.perl.org/,0,0,0.00,0.04,10,"[21,14,14,14,35,14,50,50,78,100,14,28]",2025-11-13,"Image pack, Sitelinks, Video, Featured snippet, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
41.5/50,30,30,1000,18,0.00,https://www.nntp.perl.org/group/perl.daily-build.reports/2024/10/msg316883.html,0,0,0.00,0,63400,"[20,20,16,13,27,36,27,27,8,0,1,100]",2025-12-01,"Instant answer, Video, Image, People also ask",informational,Organic
what does sprintf do,13,13,50,26,0.00,https://perldoc.perl.org/functions/sprintf,0,0,0.00,0,1600000,"[42,33,52,23,23,42,33,52,9,9,9,9]",2025-11-19,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
function compare,46,46,90,20,0.00,https://perldoc.perl.org/File::Compare,0,0,0.00,0,1330000000,"[15,0,21,28,28,0,12,34,100,21,21,21]",2025-11-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
file.io,28,28,2400,47,3.75,https://perldoc.perl.org/IO::File,0,0,0.00,0.14,989000000,"[16,29,18,35,16,81,100,66,81,0,81,24]",2025-12-22,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask",navigational,Organic
beglist.org,33,33,50,42,0.00,https://perldoc.perl.org/perlapi.txt,0,0,0.00,0,2380,"[10,12,10,12,23,23,23,12,2,5,7,10]",2025-11-27,"Knowledge panel, Sitelinks, Video, People also ask",navigational,Organic
beglist.org,67,67,50,42,0.00,https://perldoc.perl.org/5.10.0/perlapi,0,0,0.00,0,2380,"[10,12,10,12,23,23,23,12,2,5,7,10]",2025-11-27,"Knowledge panel, Sitelinks, Video, People also ask",navigational,Organic
beglist.org,90,90,50,42,0.00,https://www.nntp.perl.org/group/perl.perl5.changes.mac/2002/04/msg183.html,0,0,0.00,0,2380,"[10,12,10,12,23,23,23,12,2,5,7,10]",2025-11-27,"Knowledge panel, Sitelinks, Video, People also ask",navigational,Organic
tcsh vs bash,18,18,90,20,0.00,https://blogs.perl.org/users/perlancar/2014/11/comparing-programmable-tab-completion-in-bash-zsh-tcsh-and-fish.html,0,0,0.00,0,500000,"[64,64,35,78,100,78,78,64,64,64,50,78]",2025-12-21,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
14.1 5,30,30,50,14,0.00,https://perldoc.perl.org/perl5141delta,0,0,0.00,0,237000000,"[14,14,28,100,14,14,14,14,14,14,78,78]",2025-12-01,"Sitelinks, People also ask, Related searches",commercial,Organic
5.8 5,18,18,50,17,0.00,https://www.perl.org/,0,0,0.00,0,553000000,"[35,35,35,64,35,35,35,50,21,50,50,28]",2025-09-06,"Image pack, Sitelinks, Video, Related searches",informational,Organic
perl mkdir,15,15,50,16,0.00,https://perldoc.perl.org/5.005/functions/mkdir,0,0,0.00,0,1410000,"[33,23,23,23,42,33,42,23,9,9,9,9]",2025-12-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
perl mkdir,46,46,50,16,0.00,https://perldoc.perl.org/File::Path,0,0,0.00,0,1410000,"[33,23,23,23,42,33,42,23,9,9,9,9]",2025-12-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
perl mkdir,66,66,50,16,0.00,https://perldoc.perl.org/functions,0,0,0.00,0,1410000,"[33,23,23,23,42,33,42,23,9,9,9,9]",2025-12-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
solaris server,67,67,90,22,9.11,https://www.perl.org/get.html,0,0,0.00,0.09,11800000,"[52,41,29,41,41,64,52,52,64,64,64,29]",2025-12-08,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
solaris server,68,68,90,22,9.11,https://www.perl.org/get.html,0,0,0.00,0.09,11800000,"[52,41,29,41,41,64,52,52,64,64,64,29]",2025-12-08,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
programig,38,38,70,82,4.27,https://www.perl.org/,0,0,0.00,0.05,362000000,"[100,100,80,80,80,0,0,0,0,0,0,0]",2025-11-06,"Knowledge panel, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
regex with variables,56,56,50,22,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0,20200000,"[36,63,45,45,45,45,45,63,63,45,18,18]",2025-09-07,"Sitelinks, Video, People also ask, Related searches",informational,Organic
512/256,44,44,90,16,0.00,https://perldoc.perl.org/Digest::SHA,0,0,0.00,0,921000,"[21,28,81,15,65,9,15,34,81,0,0,0]",2025-09-10,"Instant answer, Image pack, Video, People also ask, Related searches",informational,Organic
utf-8 utf-8,66,66,110,24,0.00,https://perldoc.perl.org/utf8,0,0,0.00,0,10,"[100,54,11,44,15,5,0,0,0,0,0,0]",2025-11-08,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
utf-8 utf-8,71,71,110,24,0.00,https://perldoc.perl.org/utf8,0,0,0.00,0,10,"[100,54,11,44,15,5,0,0,0,0,0,0]",2025-11-08,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
artistic license meaning,26,26,210,30,0.00,https://dev.perl.org/licenses/artistic.html,0,0,0.00,0,27400000,"[100,100,53,43,53,81,65,53,43,53,53,53]",2025-11-30,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
latex script,55,55,70,61,0.00,https://www.perl.org/get.html,0,0,0.00,0,27500000,"[52,33,23,42,42,23,42,42,33,23,33,52]",2025-12-20,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
regexes,21,21,260,82,1.17,https://perldoc.perl.org/perlre,0,0,0.00,0,19000000,"[13,25,68,20,7,8,5,7,0,0,13,16]",2025-10-07,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
eocd,43,43,90,25,0.00,https://www.nntp.perl.org/group/perl.beginners/2014/12/msg124957.html,0,0,0.00,0,51,"[17,12,17,23,17,12,23,17,23,23,35,23]",2025-09-06,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",informational,Organic
how to find command prompt on mac,94,94,70,37,0.00,https://www.perl.org/get.html,0,0,0.00,0,70100000,"[45,81,81,45,63,45,81,100,45,63,63,81]",2025-08-23,"Video, Related searches, AI overview",informational,Organic
5.24,54,54,110,18,0.00,https://www.perl.org/get.html,0,0,0.00,0,22100000,"[64,52,64,52,64,52,82,82,64,64,82,11]",2025-09-06,"Image pack, Sitelinks, Video",informational,Organic
perl replace string,39,39,70,10,0.00,https://perldoc.perl.org/functions/substr,0,0,0.00,0,17200000,"[52,29,29,29,41,64,41,41,29,52,41,29]",2025-12-19,"Sitelinks, Related searches, AI overview",informational,Organic
regular expression in c language,46,46,110,27,0.00,https://blogs.perl.org/users/ben_bullock/2017/08/c-comments-and-regular-expressions.html,0,0,0.00,0,166000000,"[22,18,18,22,18,35,22,18,14,22,54,22]",2025-09-06,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
perl lang,13,13,140,60,2.01,https://www.perl.org/about.html,0,0,0.00,0,38000000,"[19,0,0,3,80,65,80,80,100,53,53,53]",2025-12-05,"Sitelinks, Video, Video Carousel, Related searches, See results about",informational,Organic
perl lang,18,18,140,60,2.01,https://perldoc.perl.org/,0,0,0.00,0,38000000,"[19,0,0,3,80,65,80,80,100,53,53,53]",2025-12-05,"Sitelinks, Video, Video Carousel, Related searches, See results about",informational,Organic
perl lang,22,22,140,60,2.01,https://www.perl.org/get.html,0,0,0.00,0,38000000,"[19,0,0,3,80,65,80,80,100,53,53,53]",2025-12-05,"Sitelinks, Video, Video Carousel, Related searches, See results about",informational,Organic
perl lang,33,33,140,60,2.01,https://perldoc.perl.org/,0,0,0.00,0,38000000,"[19,0,0,3,80,65,80,80,100,53,53,53]",2025-12-05,"Sitelinks, Video, Video Carousel, Related searches, See results about",informational,Organic
perl lang,66,66,140,60,2.01,https://learn.perl.org/,0,0,0.00,0,38000000,"[19,0,0,3,80,65,80,80,100,53,53,53]",2025-12-05,"Sitelinks, Video, Video Carousel, Related searches, See results about",informational,Organic
c h r,34,34,50,42,0.00,https://perldoc.perl.org/functions/chr,0,0,0.00,0,103000000,"[0,0,0,0,0,0,20,20,6,0,0,0]",2025-09-08,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
encode in utf-8,80,80,320,50,0.00,https://perldoc.perl.org/Encode,0,0,0.00,0,5470000,"[24,11,30,5,55,0,0,0,0,0,0,0]",2025-12-02,"Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
youtube age restricted video download,37,37,50,9,0.00,https://blogs.perl.org/users/hjkl/2014/01/downloading-age-restricted-videos-from-youtube.html,0,0,0.00,0,55300000,"[17,64,100,17,5,5,52,11,11,11,11,11]",2025-12-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches","commercial, informational",Organic
sqrt -36,16,16,40,21,0.00,https://perldoc.perl.org/functions/sqrt,0,0,0.00,0,9,"[0,24,0,0,0,0,0,0,0,0,0,0]",2025-11-18,"Instant answer, Image pack, Video, People also ask, Related searches",informational,Organic
red hat check version,81,81,50,24,6.30,https://www.perl.org/get.html,0,0,0.00,0.04,3040000000,"[19,23,0,52,52,33,23,9,33,52,9,14]",2025-12-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
red hat check version,96,96,50,24,6.30,https://www.perl.org/get.html,0,0,0.00,0.04,3040000000,"[19,23,0,52,52,33,23,9,33,52,9,14]",2025-12-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
long doc,92,92,170,37,0.00,https://perldoc.perl.org/Getopt::Long,0,0,0.00,0,10,"[26,53,65,65,65,80,100,100,100,65,53,65]",2025-11-13,"Image pack, People also ask, Related searches",informational,Organic
5.33/2,65,65,50,14,0.00,https://www.nntp.perl.org/group/perl.perl5.porters/2020/08/msg258282.html,0,0,0.00,0,10,"[82,5,82,29,5,100,29,0,0,0,41,23]",2025-11-14,"Instant answer, Image pack, Sitelinks, Video",informational,Organic
maps perl,15,15,70,19,0.00,https://perldoc.perl.org/5.005/functions/map,0,0,0.00,0,7,"[52,64,41,52,82,41,29,52,52,41,29,29]",2025-11-19,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
21.9 73,72,72,50,6,0.00,https://www.nntp.perl.org/group/perl.daily-build.reports/2015/03/msg175538.html,0,0,0.00,0,110000000,"[18,18,18,18,18,100,100,100,18,18,18,100]",2025-12-20,"Image pack, Video, Image, Related searches",informational,Organic
program unix,96,96,90,37,0.00,https://www.perl.org/get.html,0,0,0.00,0.03,53100000,"[14,78,14,64,64,28,64,100,100,0,64,100]",2025-12-12,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
json schema validate python,87,87,110,34,0.00,https://www.perl.org/,0,0,0.00,0,8650000,"[42,23,52,42,80,33,100,33,80,66,33,42]",2025-11-26,"Sitelinks, Video, Related searches, AI overview",informational,Organic
utf8 encoded,61,61,260,60,0.00,https://blogs.perl.org/users/chansen/2010/10/coping-with-double-encoded-utf-8.html,0,0,0.00,0,2480000,"[10,20,8,100,8,8,6,8,30,16,3,10]",2025-10-07,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
replace string in perl,12,12,50,14,0.00,https://perldoc.perl.org/perlrequick,0,0,0.00,0,61,"[50,50,50,50,35,35,35,35,21,35,50,35]",2025-09-06,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
prograaming,66,66,260,77,4.19,https://www.perl.org/,0,0,0.00,0.06,350000000,"[0,0,0,0,0,0,0,0,100,0,0,81]",2025-09-09,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
binary of 26,76,76,140,21,0.00,https://www.perl.org/get.html,0,0,0.00,0,146000000,"[66,22,18,22,14,10,29,18,18,18,29,81]",2025-12-07,"Image pack, Sitelinks, Video, People also ask, Related searches, Questions and answers, AI overview",informational,Organic
binary of 26,80,80,140,21,0.00,https://www.perl.org/get.html,0,0,0.00,0,146000000,"[66,22,18,22,14,10,29,18,18,18,29,81]",2025-12-07,"Image pack, Sitelinks, Video, People also ask, Related searches, Questions and answers, AI overview",informational,Organic
binary of 26,94,94,140,21,0.00,https://www.perl.org/get.html,0,0,0.00,0,146000000,"[66,22,18,22,14,10,29,18,18,18,29,81]",2025-12-07,"Image pack, Sitelinks, Video, People also ask, Related searches, Questions and answers, AI overview",informational,Organic
sa_restart,45,45,40,10,0.00,https://www.nntp.perl.org/group/perl.perl5.porters/2003/07/msg78349.html,0,0,0.00,0,21400,"[14,9,9,9,23,19,80,23,9,9,9,9]",2025-12-09,"Sitelinks, People also ask, Related searches",informational,Organic
rapidapp,26,26,210,19,3.74,https://blogs.perl.org/users/gizmo_mathboy/2016/01/gaming-con-event-filtering-and-rapidapp.html,0,0,0.00,0.02,88,"[0,45,100,0,0,0,16,0,4,0,0,0]",2025-09-09,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
module loading,63,63,90,24,0.00,https://perldoc.perl.org/Module::Load,0,0,0.00,0,422000000,"[64,50,78,64,78,28,64,100,100,50,35,64]",2025-12-19,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
file extension pl,38,38,90,26,0.00,https://www.perl.org/,0,0,0.00,0,31000000,"[64,64,41,52,41,52,52,64,52,29,52,52]",2025-11-26,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
language linux,20,20,90,41,0.00,https://www.perl.org/,0,0,0.00,0,10,"[0,26,26,42,34,34,42,53,34,53,42,42]",2025-11-18,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
perl shell,9,9,50,29,0.00,https://blogs.perl.org/users/buddy_burden/2012/04/perl-vs-shell-scripts.html,0,0,0.00,0,20500000,"[19,7,15,42,7,7,65,42,7,7,7,7]",2025-12-08,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
perl shell,25,25,50,29,0.00,https://perldoc.perl.org/functions/system,0,0,0.00,0,20500000,"[19,7,15,42,7,7,65,42,7,7,7,7]",2025-12-08,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
perl shell,36,36,50,29,0.00,https://perldoc.perl.org/perlrun,0,0,0.00,0,20500000,"[19,7,15,42,7,7,65,42,7,7,7,7]",2025-12-08,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
perl shell,61,61,50,29,0.00,https://perldoc.perl.org/perlrun,0,0,0.00,0,20500000,"[19,7,15,42,7,7,65,42,7,7,7,7]",2025-12-08,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
perl command line parameters,13,13,70,6,0.00,https://perldoc.perl.org/variables/@ARGV,0,0,0.00,0,42400000,"[63,81,45,63,45,45,45,63,63,63,45,36]",2025-08-24,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
perl command line parameters,33,33,70,6,0.00,https://perldoc.perl.org/perlrun,0,0,0.00,0,42400000,"[63,81,45,63,45,45,45,63,63,63,45,36]",2025-08-24,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
utf8 encoder,39,41,110,23,0.00,https://perldoc.perl.org/Encode,0,0,0.00,0,2680000,"[0,2,53,17,43,10,10,28,12,82,35,35]",2025-12-25,"Sitelinks, Video, Related searches","commercial, informational",Organic
c array and pointer,83,83,70,25,0.00,https://blogs.perl.org/users/mauke/2012/11/c-programming-what-is-the-difference-between-an-array-and-a-pointer.html,0,0,0.00,0,15600000,"[52,29,29,29,41,29,41,41,29,29,29,41]",2025-12-09,"Sitelinks, Video, Related searches",informational,Organic
programmingz,68,68,140,76,4.19,https://www.perl.org/,0,0,0.00,0.06,351000000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2025-09-09,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
linux glob,39,39,140,47,0.00,https://perldoc.perl.org/functions/glob,0,0,0.00,0,3550000,"[42,34,65,65,53,53,53,42,53,42,65,53]",2025-12-24,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
how to perl,4,4,50,22,0.00,https://learn.perl.org/first_steps/,0,0,0.00,0,39000000,"[10,28,28,28,10,10,5,5,5,5,5,5]",2025-12-12,"Image pack, Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to perl,7,7,50,22,0.00,https://learn.perl.org/first_steps/,0,0,0.00,0,39000000,"[10,28,28,28,10,10,5,5,5,5,5,5]",2025-12-12,"Image pack, Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to perl,40,40,50,22,0.00,https://www.perl.org/get.html,0,0,0.00,0,39000000,"[10,28,28,28,10,10,5,5,5,5,5,5]",2025-12-12,"Image pack, Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to use phantomjs,98,98,50,18,0.00,https://blogs.perl.org/users/robhammond/2013/02/web-scraping-with-perl-phantomjs.html,0,0,0.00,0,130000,"[7,7,7,7,42,42,42,42,7,7,7,7]",2025-09-10,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
copy of copy of copy,42,42,70,28,0.00,https://perldoc.perl.org/File::Copy,0,0,0.00,0,2760000000,"[3,66,3,3,3,3,44,18,3,3,3,3]",2025-12-12,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
